CLI;CDG_UTC;CDG_Nivel4;DESC_Nivel4;CDG_Nivel5;DESC_Nivel5;CDG_Nivel6;DESC_Nivel6;LINE_DESC
BAL;0318013;3020000;3020000;3020800;3020800;3020888;3020888;BAL
BAL;0318014;3020000;3020000;3020800;3020800;3020888;3020888;BAL
BAL;0319001;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0319002;3020000;3020000;3020800;3020800;3020888;3020888;BAL
BAL;0319003;3020000;3020000;3020800;3020800;3020888;3020888;BAL
BAL;0319004;3020000;3020000;3020800;3020800;3020888;3020888;BAL
BAL;0319005;3020000;3020000;3020800;3020800;3020888;3020888;BAL
BAL;0320001;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0320002;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0320003;3020000;3020000;3020800;3020800;3020888;3020888;BAL
BAL;0320004;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0320005;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0321001;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0321002;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0321003;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0321004;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0321005;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0321006;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0321007;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0322001;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0322002;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0322003;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0322004;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0322005;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0322006;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0322007;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0322008;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0322009;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0323001;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0323002;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0324001;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0324002;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0324003;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0324004;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0324005;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0324006;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0325001;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0325002;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0325003;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0325004;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0325005;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0325006;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0325007;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0326001;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0326002;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0326003;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0326004;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0326005;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0326006;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0327001;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0327002;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0327003;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0327004;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0327005;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0327006;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0327007;3010000;3010000;3012100;3012100;3012109;3012109;BAL
BAL;0328001;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0328002;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0328003;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0328004;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0329001;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0329002;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0329003;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0329004;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0329005;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0329006;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330001;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330002;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330003;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330004;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330005;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330006;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330007;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330008;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330009;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330010;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330011;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330012;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330013;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330014;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330015;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0330016;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331001;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331002;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331003;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331004;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331005;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331006;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331007;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331008;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331009;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331010;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331011;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331012;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0331013;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0332001;3010000;3010000;3012100;3012100;3012107;3012107;BAL
BAL;0333001;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0333002;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0333003;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0333004;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0335001;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0335002;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0336001;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0337001;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0337002;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0337003;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0337004;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0337005;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0337006;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0337007;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0338001;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0338002;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0338003;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0339001;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0342001;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0342002;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0343001;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0343002;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0343003;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0343004;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0343005;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0343006;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0343007;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0343008;3010000;3010000;3015100;3015100;3015103;3015103;BAL
BAL;0343009;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0343010;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0344001;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0345001;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0345002;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0345003;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0345004;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0345005;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0346001;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0346002;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0347001;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0347002;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0348001;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0348002;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0350002;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0350003;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0350004;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0350005;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0350006;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0351001;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0352001;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0352002;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0352003;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0353001;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0353002;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0353003;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0353004;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0353005;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0354001;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0354002;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0354003;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0355001;3010000;3010000;3016100;3016100;3016101;3016101;BAL
BAL;0356001;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0356002;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0357001;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0357002;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0357003;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0358001;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0358002;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0358003;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0360001;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0360002;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0360003;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0360004;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0360005;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0361001;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0361002;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0361003;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0362001;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0362002;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0362003;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0362004;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0363001;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0363002;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0363003;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0363004;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0363005;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0364001;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0364002;3010000;3010000;3016100;3016100;3016106;3016106;BAL
BAL;0364003;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0364004;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0364005;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0364006;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0364007;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0365001;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0365002;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0365003;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0365004;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0365005;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0366001;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0367001;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0367002;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0368001;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0368002;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0368003;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0368005;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0368006;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369001;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369002;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369003;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369004;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369005;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369006;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369007;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369008;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369009;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369010;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0369011;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0370001;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0370002;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0370003;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0370004;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0370005;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0370006;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0370007;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0370008;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0370009;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0371001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0371002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0371003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0371004;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0372001;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0373001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0373002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0374001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0375001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0375002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0375003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0376001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0376002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0376003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0376004;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0376005;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0376006;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0376007;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0377001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0377002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0377003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0378001;3010000;3010000;3016100;3016100;3016105;3016105;BAL
BAL;0378002;3010000;3010000;3016100;3016100;3016105;3016105;BAL
BAL;0378003;3010000;3010000;3016100;3016100;3016105;3016105;BAL
BAL;0378004;3010000;3010000;3016100;3016100;3016105;3016105;BAL
BAL;0378005;3010000;3010000;3016100;3016100;3016105;3016105;BAL
BAL;0378006;3010000;3010000;3016100;3016100;3016105;3016105;BAL
BAL;0379001;3010000;3010000;3016100;3016100;3016105;3016105;BAL
BAL;0379002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0379003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0379004;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0379005;3010000;3010000;3016100;3016100;3016105;3016105;BAL
BAL;0380001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0380002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0381001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0382001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0383001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0383002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0383003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0384001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0384003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0385001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0385003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0385004;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0385005;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0385006;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0385007;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0385008;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0386001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0386002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0386003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0387001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0387002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0387003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0387004;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0387005;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0387006;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0388001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0389001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0389002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0389003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0390001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0391001;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0391002;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0391003;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0391004;3010000;3010000;3016100;3016100;3016107;3016107;BAL
BAL;0392001;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0392002;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0392003;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0392004;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0392005;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0392006;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0392007;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0392008;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0393001;3010000;3010000;3016100;3016100;3016105;3016105;BAL
BAL;0393002;3010000;3010000;3016100;3016100;3016105;3016105;BAL
BAL;0394001;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394002;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394003;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394004;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394005;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394006;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394007;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394008;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394009;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394010;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394011;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394012;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394013;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394014;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394015;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394016;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0394017;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0395001;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0395002;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0395003;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0395004;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0395005;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0395006;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0395007;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0395008;3010000;3010000;3016100;3016100;3016108;3016108;BAL
BAL;0396001;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0396002;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0396003;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0396004;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0396005;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0396006;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0397001;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0397002;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0397003;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0398001;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0398002;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0398004;3010000;3010000;3016100;3016100;3016104;3016104;BAL
BAL;0399001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0399002;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0399003;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0399004;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0399005;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0400001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0400002;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0401001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0401002;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0403001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0404001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0404002;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0404003;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0405001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0406001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0406002;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0407001;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0409001;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0409002;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0409003;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0410001;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0410002;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0410003;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0410004;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0410005;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0410006;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0410007;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0410008;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0410009;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0410010;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0412001;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0413001;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0413002;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0415001;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0418001;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0418002;3010000;3010000;3015100;3015100;3015101;3015101;BAL
BAL;0420001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0420002;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0421001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0421002;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0422001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0422002;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0422003;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0422004;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0423001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0423002;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0423003;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0423004;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0424001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0424002;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0426001;3010000;3010000;3015100;3015100;3015102;3015102;BAL
BAL;0426002;3010000;3010000;3016100;3016100;3016102;3016102;BAL
