CLI;CDG_UTC;CDG_Nivel4;DESC_Nivel4;CDG_Nivel5;DESC_Nivel5;CDG_Nivel6;DESC_Nivel6;LINE_DESC
BAL;0042001;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0042002;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0042003;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0042004;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0042006;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0042007;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0042008;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0043001;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0043002;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0043003;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0043004;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0043005;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0043006;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0043007;3010000;3010000;3011100;3011100;3011103;3011103;BAL
BAL;0044001;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0044002;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0044003;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0044004;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0044005;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0044006;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0044007;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0044008;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045001;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045002;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045003;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045004;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045005;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045006;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045007;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045008;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045009;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045010;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045011;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045012;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045013;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045014;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045015;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0045016;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046001;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046002;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046003;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046004;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046005;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046006;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046007;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046008;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046009;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046010;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046011;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046012;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0046013;3010000;3010000;3011100;3011100;3011108;3011108;BAL
BAL;0047001;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0047002;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0047003;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0047004;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0047005;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0047006;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0047007;3010000;3010000;3011100;3011100;3011101;3011101;BAL
BAL;0047008;3010000;3010000;3011100;3011100;3011101;3011101;BAL
BAL;0047009;3010000;3010000;3011100;3011100;3011101;3011101;BAL
BAL;0047010;3010000;3010000;3011100;3011100;3011101;3011101;BAL
BAL;0047011;3010000;3010000;3011100;3011100;3011101;3011101;BAL
BAL;0047012;3010000;3010000;3011100;3011100;3011101;3011101;BAL
BAL;0047013;3010000;3010000;3011100;3011100;3011101;3011101;BAL
BAL;0047014;3010000;3010000;3011100;3011100;3011101;3011101;BAL
BAL;0048001;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0048002;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0049001;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0049002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0049003;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050001;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050002;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050003;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050004;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050005;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050006;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050007;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050008;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050009;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050010;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0050011;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0051001;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0051002;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0051003;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0051004;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0051005;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0051006;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0052001;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0052002;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0052003;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0052004;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0052005;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0052006;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0052007;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0052008;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0052009;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053001;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053002;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053003;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053004;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053005;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053006;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053007;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053008;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053009;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053010;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053011;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053013;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053014;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0053015;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054001;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054002;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054003;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054004;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054005;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054006;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054007;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054008;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054009;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054010;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054011;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054012;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054013;3010000;3010000;3010100;3010100;3010104;3010104;BAL
BAL;0054014;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0054015;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0055001;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0055002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0055003;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0055004;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0055005;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0055006;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0055007;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0055008;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0056001;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0056002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0056003;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0056004;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0056005;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0056006;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0056007;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0056008;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0056009;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0057001;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0057002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0057003;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0058001;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0058002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0058003;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0058004;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0058005;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0058006;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0058007;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0058008;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0058009;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0058010;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0059001;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0059002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0059003;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0059004;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0059005;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0059006;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0059007;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0059008;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060001;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060003;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060004;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060005;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060006;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060007;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060008;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060009;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060010;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060011;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0060012;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0061001;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0061002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0061003;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0061004;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0061005;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0061006;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0061007;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0061008;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0061009;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0062001;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0062002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0062003;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0062004;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0062005;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0062006;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0062007;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0062008;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0062009;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0063001;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0063002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0063003;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0063004;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0063005;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0063006;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0063007;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0063008;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0063009;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0063010;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0064001;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0064002;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0064003;3010000;3010000;3011100;3011100;3011111;3011111;BAL
BAL;0064004;3010000;3010000;3011100;3011100;3011111;3011111;BAL
